dt,lon,lat,percent_change
2026-08-29_0800,85.198975,27.751607,-10.42
2026-08-29_0800,85.198975,27.945886,-41.93
2026-08-29_0800,85.616455,27.751607,-38.02
2026-08-29_0800,84.91333,27.82936,-37.51
2026-08-29_0800,85.220947,27.751607,-10.43
2026-08-29_0800,85.726318,27.71271,-10.65
2026-08-29_0800,85.133057,27.926474,-34.97
2026-08-29_0800,85.770264,27.790491,11.53
2026-08-29_0800,85.6604,27.965294,34.56
2026-08-29_0800,85.396729,27.926474,-33.71
2026-08-29_0800,84.91333,27.868216,-10.9
2026-08-29_0800,85.067139,27.82936,-12.49
2026-08-29_0800,85.220947,27.926474,15.89
2026-08-29_0800,85.24292,27.907058,13.18
2026-08-29_0800,85.177002,27.926474,-24.29
2026-08-29_0800,85.286865,27.84879,11.68
2026-08-29_0800,85.286865,27.868216,11.34
2026-08-29_0800,85.770264,27.73216,-11.94
2026-08-29_0800,85.330811,27.84879,22.99
2026-08-29_0800,85.133057,27.771051,-19.28
2026-08-29_0800,85.155029,27.84879,13.61
2026-08-29_0800,85.111084,27.868216,-45.6
2026-08-29_0800,85.24292,27.887639,18.57
2026-08-29_0800,85.133057,27.907058,16.46
2026-08-29_0800,85.089111,27.868216,-63.82
2026-08-29_0800,85.682373,27.790491,-11.26
2026-08-29_0800,85.111084,27.907058,-10.76
2026-08-29_0800,85.616455,27.73216,-24.33
2026-08-29_0800,85.089111,27.926474,-38.63
2026-08-29_0800,85.089111,27.82936,-24.33
2026-08-29_0800,85.089111,27.84879,-62.03
2026-08-29_0800,85.57251,27.809927,-12.2
2026-08-29_0800,84.957275,27.809927,-36.03
2026-08-29_0800,85.550537,27.868216,-32.81
2026-08-29_0800,85.045166,27.84879,-62.46
2026-08-29_0800,85.089111,27.887639,-50.73
2026-08-29_0800,85.352783,27.84879,12.7
2026-08-29_0800,84.957275,27.82936,-48.04
2026-08-29_0800,85.198975,27.84879,-21.38
2026-08-29_0800,85.089111,27.71271,-20.93
2026-08-29_0800,85.550537,27.926474,-19.86
2026-08-29_0800,85.396729,27.945886,-34.69
2026-08-29_0800,85.111084,27.771051,-10.27
2026-08-29_0800,85.308838,28.101058,-40.87
2026-08-29_0800,85.220947,27.887639,18.06
2026-08-29_0800,85.155029,27.907058,33.59
2026-08-29_0800,85.286865,27.907058,-23.54
2026-08-29_0800,85.023193,27.751607,-34.61
2026-08-29_0800,85.6604,27.926474,15.35
2026-08-29_0800,85.067139,27.751607,-12.86
2026-08-29_0800,85.308838,27.84879,27.16
2026-08-29_0800,84.935303,27.82936,-49.4
2026-08-29_0800,85.133057,27.868216,16.4
2026-08-29_0800,85.177002,27.945886,-62.17
2026-08-29_0800,84.935303,27.790491,-43.23
2026-08-29_0800,85.352783,27.868216,-16.64
2026-08-29_0800,85.24292,27.945886,-15.66
2026-08-29_0800,85.550537,27.71271,-10.72
2026-08-29_0800,85.528564,27.926474,-26.09
2026-08-29_0800,85.308838,27.907058,-39.99
2026-08-29_0800,85.067139,27.84879,-38.19
2026-08-29_0800,85.748291,27.809927,29.03
2026-08-29_0800,85.155029,27.868216,16.82
2026-08-29_0800,85.286865,27.809927,45.71
2026-08-29_0800,85.528564,27.907058,-30.48
2026-08-29_0800,85.264893,27.926474,-18.26
2026-08-29_0800,85.177002,27.907058,15.08
2026-08-29_0800,84.979248,27.809927,-32.34
2026-08-29_0800,85.177002,27.868216,17.91
2026-08-29_0800,85.111084,27.887639,-21.54
2026-08-29_0800,85.330811,27.926474,-45.25
2026-08-29_0800,85.330811,27.868216,11.44
2026-08-29_0800,85.352783,27.926474,-41.73
2026-08-29_0800,85.111084,27.751607,-13.44
2026-08-29_0800,85.264893,27.907058,-17.5
2026-08-29_0800,85.177002,27.84879,21.75
2026-08-29_0800,85.748291,27.73216,-10.8
2026-08-29_0800,85.023193,27.790491,-20.29
2026-08-29_0800,84.935303,27.926474,-12.09
2026-08-29_0800,85.045166,27.790491,-20.45
2026-08-29_0800,85.330811,27.887639,-10.67
2026-08-29_0800,85.220947,27.868216,17.79
2026-08-29_0800,85.528564,27.868216,-31.0
2026-08-29_0800,85.133057,27.945886,-49.49
2026-08-29_0800,85.286865,27.926474,-23.06
2026-08-29_0800,85.220947,28.004101,-75.98
2026-08-29_0800,84.91333,28.062286,-23.59
2026-08-29_0800,85.111084,27.945886,-55.66
2026-08-29_0800,85.067139,27.771051,-18.13
2026-08-29_0800,85.308838,28.120438,-27.02
2026-08-29_0800,85.177002,27.887639,19.69
2026-08-29_0800,85.616455,27.771051,-53.72
2026-08-29_0800,85.286865,28.101058,27.47
2026-08-29_0800,85.594482,27.82936,-22.44
2026-08-29_0800,85.045166,27.82936,-26.33
2026-08-29_0800,85.770264,27.71271,-60.21
2026-08-29_0800,84.979248,27.771051,-18.8
2026-08-29_0800,85.792236,27.71271,-30.99
2026-08-29_0800,85.616455,27.887639,-12.83
2026-08-29_0800,85.6604,27.71271,10.34
2026-08-29_0800,85.594482,27.73216,-10.74
2026-08-29_0800,85.836182,27.71271,15.84
2026-08-29_0800,85.198975,27.887639,16.62
2026-08-29_0800,85.594482,27.771051,-28.45
2026-08-29_0800,85.6604,27.945886,19.26
2026-08-29_0800,84.935303,27.868216,-14.86
2026-08-29_0800,84.935303,27.809927,-43.99
2026-08-29_0800,85.177002,27.771051,-20.18
2026-08-29_0800,85.111084,27.82936,-10.46
2026-08-29_0800,84.91333,27.790491,-33.7
2026-08-29_0800,85.792236,27.73216,-20.18
2026-08-29_0800,85.155029,27.926474,-51.3
2026-08-29_0800,85.57251,27.868216,-24.79
2026-08-29_0800,85.638428,27.945886,21.57
2026-08-29_0800,85.638428,27.965294,52.25
2026-08-29_0800,85.308838,27.868216,18.08
2026-08-29_0800,85.374756,27.82936,20.96
2026-08-29_0800,85.528564,27.771051,-13.42
2026-08-29_0800,85.286865,28.120438,-33.99
2026-08-29_0800,85.089111,27.751607,-15.82
2026-08-29_0800,84.935303,27.771051,-25.9
2026-08-29_0800,85.638428,27.73216,-41.34
2026-08-29_0800,85.198975,27.907058,24.15
2026-08-29_0800,85.550537,27.887639,-21.37
2026-08-29_0800,85.770264,27.907058,-15.56
2026-08-29_0800,85.133057,27.84879,-13.85
2026-08-29_0800,85.308838,27.926474,-38.86
2026-08-29_0800,85.836182,27.771051,15.45
2026-08-29_0800,85.6604,27.9847,70.35
2026-08-29_0800,85.045166,27.73216,-14.58
2026-08-29_0800,85.616455,27.809927,-53.77
2026-08-29_0800,85.067139,27.790491,-17.59
2026-08-29_0800,85.111084,27.926474,-33.23
2026-08-29_0800,85.792236,27.82936,15.96
2026-08-29_0800,85.550537,27.907058,-37.65
2026-08-29_0800,85.594482,27.790491,-34.61
2026-08-29_1600,85.792236,27.82936,11.78
2026-08-29_1600,85.308838,27.809927,11.36
2026-08-29_1600,85.594482,27.751607,17.64
2026-08-29_1600,85.594482,27.868216,13.64
2026-08-29_1600,85.616455,27.868216,11.95
2026-08-29_1600,85.57251,27.790491,28.39
2026-08-29_1600,84.979248,28.062286,-34.15
2026-08-29_1600,85.594482,27.790491,23.87
2026-08-29_1600,85.374756,27.82936,17.05
2026-08-29_1600,85.6604,27.9847,53.09
2026-08-29_1600,85.528564,27.771051,-20.67
2026-08-29_1600,85.308838,27.945886,-14.37
2026-08-29_1600,85.198975,27.887639,20.84
2026-08-29_1600,85.177002,27.9847,-86.09
2026-08-29_1600,85.6604,27.945886,28.08
2026-08-29_1600,85.308838,28.139815,-44.22
2026-08-29_1600,85.616455,27.809927,11.9
2026-08-29_1600,85.111084,27.926474,-23.75
2026-08-29_1600,84.935303,27.945886,36.8
2026-08-29_1600,85.506592,27.771051,-21.57
2026-08-29_1600,85.638428,27.907058,29.1
2026-08-29_1600,85.57251,27.771051,15.58
2026-08-29_1600,85.814209,27.71271,-10.33
2026-08-29_1600,85.462646,27.82936,11.05
2026-08-29_1600,85.6604,27.751607,-14.04
2026-08-29_1600,85.374756,27.926474,-15.18
2026-08-29_1600,85.045166,27.809927,-16.8
2026-08-29_1600,85.220947,27.926474,15.82
2026-08-29_1600,85.089111,27.887639,-45.59
2026-08-29_1600,85.308838,28.101058,-29.24
2026-08-29_1600,85.792236,27.965294,21.92
2026-08-29_1600,85.352783,27.82936,13.86
2026-08-29_1600,85.001221,27.82936,-28.65
2026-08-29_1600,85.528564,27.751607,-14.32
2026-08-29_1600,85.814209,27.73216,-10.91
2026-08-29_1600,85.616455,27.790491,12.42
2026-08-29_1600,85.198975,27.868216,16.72
2026-08-29_1600,85.155029,27.945886,-60.59
2026-08-29_1600,85.638428,27.926474,41.43
2026-08-29_1600,85.220947,27.907058,32.12
2026-08-29_1600,85.638428,27.771051,-13.34
2026-08-29_1600,85.440674,27.9847,46.94
2026-08-29_1600,85.374756,27.868216,-14.92
2026-08-29_1600,85.748291,27.71271,-24.57
2026-08-29_1600,85.023193,27.82936,-42.13
2026-08-29_1600,85.155029,27.965294,-76.14
2026-08-29_1600,85.6604,27.73216,-20.81
2026-08-29_1600,84.935303,27.82936,-39.27
2026-08-29_1600,85.198975,27.9847,-77.73
2026-08-29_1600,85.177002,27.965294,-88.11
2026-08-29_1600,85.6604,27.926474,30.63
2026-08-29_1600,85.001221,28.062286,-26.08
2026-08-29_1600,85.023193,27.751607,-15.51
2026-08-29_1600,85.089111,27.945886,-48.24
2026-08-29_1600,85.155029,27.907058,37.91
2026-08-29_1600,84.957275,27.82936,-42.13
2026-08-29_1600,85.286865,28.120438,-20.69
2026-08-29_1600,85.264893,27.809927,11.21
2026-08-29_1600,85.133057,27.868216,17.17
2026-08-29_1600,85.177002,27.945886,-55.44
2026-08-29_1600,84.935303,27.790491,-34.86
2026-08-29_1600,85.396729,27.945886,-12.14
2026-08-29_1600,85.550537,27.73216,-14.71
2026-08-29_1600,84.979248,27.790491,-19.38
2026-08-29_1600,85.001221,28.042894,-16.33
2026-08-29_1600,85.528564,27.71271,-11.25
2026-08-29_1600,85.286865,27.945886,-12.23
2026-08-29_1600,85.198975,27.965294,-67.01
2026-08-29_1600,85.220947,27.887639,15.89
2026-08-29_1600,85.264893,28.120438,-16.12
2026-08-29_1600,85.550537,27.809927,16.91
2026-08-29_1600,85.528564,27.84879,-13.52
2026-08-29_1600,85.045166,27.751607,-11.09
2026-08-29_1600,85.528564,27.887639,24.44
2026-08-29_1600,85.264893,27.887639,16.19
2026-08-29_1600,84.935303,27.809927,-31.78
2026-08-29_1600,85.506592,27.887639,16.59
2026-08-29_1600,84.957275,27.790491,-36.42
2026-08-29_1600,84.979248,27.887639,-14.47
2026-08-29_1600,85.198975,27.945886,-32.56
2026-08-29_1600,85.198975,28.004101,-76.57
2026-08-29_1600,85.001221,27.771051,-11.48
2026-08-29_1600,85.638428,27.965294,60.5
2026-08-29_1600,85.24292,27.926474,10.39
2026-08-29_1600,85.462646,27.809927,-17.5
2026-08-29_1600,85.023193,28.0235,-45.09
2026-08-29_1600,85.220947,27.9847,-68.63
2026-08-29_1600,85.24292,27.965294,-25.86
2026-08-29_1600,85.792236,27.71271,-22.25
2026-08-29_1600,85.177002,27.82936,25.67
2026-08-29_1600,85.638428,27.945886,41.6
2026-08-29_1600,84.979248,28.042894,-15.53
2026-08-29_1600,85.155029,27.926474,-48.87
2026-08-29_1600,85.792236,27.73216,-20.7
2026-08-29_1600,85.155029,27.887639,18.8
2026-08-29_1600,85.133057,27.926474,-30.1
2026-08-29_1600,85.133057,27.887639,10.65
2026-08-29_1600,84.957275,27.771051,-20.94
2026-08-29_1600,85.089111,27.790491,-11.68
2026-08-29_1600,85.220947,27.809927,10.92
2026-08-29_1600,85.198975,27.926474,10.16
2026-08-29_1600,85.155029,27.82936,11.94
2026-08-29_1600,85.594482,27.809927,13.33
2026-08-29_1600,85.6604,27.907058,36.65
2026-08-29_1600,85.484619,27.82936,33.56
2026-08-29_1600,85.286865,28.081673,33.51
2026-08-29_1600,85.045166,27.771051,-10.97
2026-08-29_1600,84.91333,28.004101,-13.57
2026-08-29_1600,85.023193,27.809927,-16.99
2026-08-29_1600,85.6604,27.887639,39.79
2026-08-29_1600,85.396729,27.809927,107.94
2026-08-29_1600,85.089111,27.809927,13.34
2026-08-29_1600,85.550537,27.71271,-10.42
2026-08-29_1600,85.286865,28.139815,-29.29
2026-08-29_1600,85.396729,27.926474,-21.91
2026-08-29_1600,85.308838,28.178559,-49.87
2026-08-29_1600,85.6604,27.965294,53.08
2026-08-29_1600,84.91333,27.82936,-14.24
2026-08-29_1600,85.111084,27.868216,-35.27
2026-08-29_1600,85.155029,27.868216,18.56
2026-08-29_1600,85.594482,27.84879,12.98
2026-08-29_1600,85.067139,27.84879,-20.57
2026-08-29_1600,85.111084,27.84879,-26.09
2026-08-29_1600,85.023193,27.73216,-22.88
2026-08-29_1600,85.286865,27.790491,13.04
2026-08-29_1600,85.616455,27.82936,16.2
2026-08-29_1600,85.330811,27.887639,15.62
2026-08-29_1600,85.528564,27.907058,15.53
2026-08-29_1600,85.177002,27.907058,20.51
2026-08-29_1600,85.089111,27.9847,-55.47
2026-08-29_1600,85.177002,27.887639,26.01
2026-08-29_1600,85.24292,27.751607,648.39
2026-08-29_1600,85.352783,27.907058,12.93
2026-08-29_1600,85.264893,27.907058,13.98
2026-08-29_1600,85.111084,27.887639,-12.23
2026-08-29_1600,85.177002,27.868216,25.83
2026-08-29_1600,84.979248,27.809927,-38.75
2026-08-29_1600,85.638428,27.887639,20.46
2026-08-29_1600,85.792236,27.809927,39.67
2026-08-29_1600,84.979248,27.771051,-15.76
2026-08-29_1600,85.264893,27.945886,-10.46
2026-08-29_1600,85.198975,27.907058,23.88
2026-08-29_1600,85.638428,27.73216,-10.96
2026-08-29_1600,85.198975,27.82936,27.7
2026-08-29_1600,84.935303,27.771051,-28.01
2026-08-29_1600,85.616455,27.84879,11.37
2026-08-29_1600,85.396729,27.907058,-13.42
2026-08-29_1600,85.264893,27.790491,10.55
2026-08-29_1600,85.770264,27.84879,10.68
2026-08-29_1600,85.220947,27.868216,20.71
2026-08-29_1600,85.286865,28.101058,15.45
2026-08-29_1600,85.177002,27.84879,30.73
2026-08-29_1600,85.57251,27.73216,11.48
2026-08-29_1600,85.792236,27.926474,-11.72
2026-08-29_1600,85.594482,27.82936,11.9
2026-08-29_1600,85.704346,27.71271,13.3
2026-08-29_1600,85.24292,27.907058,28.94
2026-08-29_1600,85.286865,27.82936,16.72
2026-08-29_1600,85.177002,27.926474,-18.67
2026-08-29_1600,85.286865,27.868216,15.2
2026-08-29_1600,85.770264,27.73216,-10.65
2026-08-29_1600,85.067139,27.868216,-57.56
2026-08-29_1600,85.506592,27.809927,-15.38
2026-08-29_1600,85.286865,27.84879,12.77
2026-08-29_1600,85.155029,27.84879,26.17
2026-08-29_1600,85.6604,27.771051,17.98
2026-08-29_1600,85.24292,27.887639,20.06
2026-08-29_1600,85.111084,27.945886,-42.21
2026-08-29_1600,85.089111,27.868216,-55.2
2026-08-29_1600,85.682373,27.790491,12.68
2026-08-29_1600,84.957275,27.809927,-43.11
2026-08-29_1600,85.220947,27.965294,-36.67
2026-08-29_1600,85.045166,27.84879,-51.59
2026-08-29_1600,85.089111,27.84879,-45.76
2026-08-29_1600,85.57251,27.809927,12.33
2026-08-29_1600,85.089111,27.926474,-34.49
2026-08-29_1600,85.133057,27.907058,28.33
2026-08-29_1600,85.177002,27.790491,-16.96
2026-08-29_1600,85.528564,27.73216,-10.32
2026-08-29_1600,85.111084,27.965294,-61.48
2026-08-29_1600,85.57251,27.751607,10.82
2026-08-29_1600,85.220947,28.004101,-78.25
2026-08-29_1600,85.396729,27.965294,-11.65
2026-08-29_1600,85.133057,27.945886,-50.08
2026-08-29_1600,85.770264,27.71271,-49.86
2026-08-29_1600,85.089111,27.965294,-47.48
2026-08-29_1600,85.638428,27.751607,-14.0
2026-08-29_1600,85.57251,28.217289,32.35
2026-08-29_1600,84.91333,28.062286,-37.43
2026-08-29_1600,85.045166,27.82936,-18.54
2026-08-30_0000,85.155029,27.907058,38.14
2026-08-30_0000,85.594482,27.82936,15.93
2026-08-30_0000,85.792236,27.809927,15.27
2026-08-30_0000,85.286865,28.101058,34.84
2026-08-30_0000,85.57251,27.790491,24.99
2026-08-30_0000,85.682373,27.926474,36.47
2026-08-30_0000,84.91333,27.790491,-20.76
2026-08-30_0000,85.023193,27.82936,-33.8
2026-08-30_0000,85.023193,27.84879,-66.63
2026-08-30_0000,85.155029,27.926474,-50.24
2026-08-30_0000,85.57251,27.868216,22.18
2026-08-30_0000,85.57251,27.887639,11.53
2026-08-30_0000,85.770264,27.82936,10.81
2026-08-30_0000,84.91333,27.809927,-19.38
2026-08-30_0000,85.111084,27.790491,12.06
2026-08-30_0000,85.57251,28.217289,19.0
2026-08-30_0000,85.133057,27.790491,32.09
2026-08-30_0000,85.616455,27.82936,12.57
2026-08-30_0000,85.001221,27.965294,-41.36
2026-08-30_0000,85.155029,27.887639,12.04
2026-08-30_0000,85.396729,27.809927,536.65
2026-08-30_0000,85.133057,27.907058,22.87
2026-08-30_0000,85.286865,27.926474,24.35
2026-08-30_0000,85.264893,27.84879,16.67
2026-08-30_0000,85.484619,27.790491,15.42
2026-08-30_0000,85.770264,27.71271,-24.1
2026-08-30_0000,85.6604,27.907058,27.02
2026-08-30_0000,85.220947,27.809927,11.83
2026-08-30_0000,85.792236,27.82936,15.61
2026-08-30_0000,85.001221,28.0235,-25.48
2026-08-30_0000,85.308838,28.120438,-20.88
2026-08-30_0000,84.91333,27.84879,-13.02
2026-08-30_0000,85.682373,27.71271,14.07
2026-08-30_0000,85.133057,27.868216,16.09
2026-08-30_0000,85.089111,27.887639,-43.68
2026-08-30_0000,85.220947,27.887639,17.23
2026-08-30_0000,85.506592,27.926474,38.41
2026-08-30_0000,85.638428,27.926474,52.53
2026-08-30_0000,85.155029,27.945886,-58.32
2026-08-30_0000,85.616455,27.907058,14.07
2026-08-30_0000,85.24292,27.965294,-40.99
2026-08-30_0000,85.001221,28.062286,-25.98
2026-08-30_0000,85.089111,27.945886,-37.15
2026-08-30_0000,85.6604,27.926474,18.08
2026-08-30_0000,85.286865,27.965294,-28.55
2026-08-30_0000,85.089111,27.868216,-55.47
2026-08-30_0000,84.935303,27.84879,-11.04
2026-08-30_0000,85.220947,27.82936,10.7
2026-08-30_0000,85.111084,27.926474,-24.02
2026-08-30_0000,85.111084,27.9847,-64.59
2026-08-30_0000,85.264893,28.120438,-16.06
2026-08-30_0000,85.220947,27.790491,10.05
2026-08-30_0000,85.352783,27.84879,16.95
2026-08-30_0000,85.177002,27.887639,21.17
2026-08-30_0000,85.6604,27.965294,53.34
2026-08-30_0000,85.24292,27.887639,18.4
2026-08-30_0000,85.220947,28.004101,-79.9
2026-08-30_0000,85.045166,28.159189,-26.14
2026-08-30_0000,85.067139,27.71271,12.07
2026-08-30_0000,85.330811,27.907058,13.87
2026-08-30_0000,85.24292,27.868216,19.83
2026-08-30_0000,85.6604,27.9847,33.04
2026-08-30_0000,85.528564,27.945886,20.23
2026-08-30_0000,85.594482,27.809927,20.95
2026-08-30_0000,85.001221,27.809927,17.34
2026-08-30_0000,85.330811,28.120438,-35.68
2026-08-30_0000,85.220947,27.9847,-77.02
2026-08-30_0000,85.023193,28.0235,-30.42
2026-08-30_0000,85.638428,27.965294,64.66
2026-08-30_0000,85.264893,27.82936,16.25
2026-08-30_0000,85.638428,27.907058,23.18
2026-08-30_0000,85.616455,27.790491,11.23
2026-08-30_0000,85.792236,27.926474,10.83
2026-08-30_0000,85.308838,28.139815,-54.84
2026-08-30_0000,85.111084,27.887639,-17.05
2026-08-30_0000,85.089111,27.926474,-24.84
2026-08-30_0000,85.220947,27.965294,-55.68
2026-08-30_0000,85.726318,27.771051,10.17
2026-08-30_0000,85.177002,27.945886,-59.64
2026-08-30_0000,85.045166,28.004101,-17.29
2026-08-30_0000,85.089111,28.178559,24.02
2026-08-30_0000,85.198975,27.887639,21.15
2026-08-30_0000,85.374756,27.945886,-13.51
2026-08-30_0000,84.957275,27.771051,-28.47
2026-08-30_0000,85.836182,27.73216,14.64
2026-08-30_0000,85.594482,27.751607,12.81
2026-08-30_0000,85.286865,27.809927,40.18
2026-08-30_0000,85.001221,27.9847,-53.99
2026-08-30_0000,85.089111,27.965294,-43.94
2026-08-30_0000,85.484619,27.82936,10.7
2026-08-30_0000,85.177002,27.868216,15.82
2026-08-30_0000,85.198975,27.82936,14.6
2026-08-30_0000,85.111084,27.945886,-40.63
2026-08-30_0000,85.198975,27.9847,-82.79
2026-08-30_0000,85.770264,27.907058,41.31
2026-08-30_0000,85.506592,27.771051,-17.39
2026-08-30_0000,85.286865,28.120438,-14.05
2026-08-30_0000,84.979248,27.809927,-17.93
2026-08-30_0000,85.023193,27.9847,-28.56
2026-08-30_0000,85.638428,27.887639,23.28
2026-08-30_0000,85.264893,27.868216,19.98
2026-08-30_0000,85.770264,27.887639,15.29
2026-08-30_0000,85.045166,27.82936,-13.71
2026-08-30_0000,85.045166,27.868216,-59.39
2026-08-30_0000,85.220947,27.945886,-18.44
2026-08-30_0000,85.177002,27.926474,-24.5
2026-08-30_0000,85.198975,27.809927,13.84
2026-08-30_0000,85.089111,27.9847,-51.05
2026-08-30_0000,85.286865,27.82936,14.52
2026-08-30_0000,85.528564,27.868216,13.15
2026-08-30_0000,85.374756,27.868216,-15.14
2026-08-30_0000,85.24292,27.945886,-23.36
2026-08-30_0000,85.133057,27.965294,-64.7
2026-08-30_0000,85.286865,28.139815,-32.76
2026-08-30_0000,85.001221,28.042894,-20.96
2026-08-30_0000,85.836182,27.71271,19.5
2026-08-30_0000,85.133057,27.945886,-49.64
2026-08-30_0000,84.957275,27.82936,-16.8
2026-08-30_0000,84.91333,28.004101,-16.48
2026-08-30_0000,84.91333,28.062286,-19.4
2026-08-30_0000,85.001221,27.82936,-14.49
2026-08-30_0000,85.792236,27.771051,14.19
2026-08-30_0000,84.935303,27.790491,-19.08
2026-08-30_0000,85.550537,27.809927,13.74
2026-08-30_0000,85.045166,27.945886,-44.66
2026-08-30_0000,85.111084,27.868216,-28.21
2026-08-30_0000,85.067139,27.945886,-47.38
2026-08-30_0000,85.418701,27.84879,13.85
2026-08-30_0000,85.198975,27.907058,18.81
2026-08-30_0000,85.155029,27.965294,-71.44
2026-08-30_0000,84.979248,27.887639,-24.78
2026-08-30_0000,85.089111,27.84879,-44.49
2026-08-30_0000,85.57251,27.809927,16.7
2026-08-30_0000,85.045166,27.84879,-54.4
2026-08-30_0000,85.748291,27.751607,10.22
2026-08-30_0000,85.792236,27.790491,11.93
2026-08-30_0000,85.177002,27.965294,-81.63
2026-08-30_0000,84.957275,27.790491,-17.27
2026-08-30_0000,84.957275,27.809927,-25.76
2026-08-30_0000,85.638428,27.9847,40.87
2026-08-30_0000,85.067139,27.9847,-44.05
2026-08-30_0000,85.638428,27.771051,-13.37
2026-08-30_0000,85.111084,27.84879,-23.06
2026-08-30_0000,85.6604,27.71271,14.06
2026-08-30_0000,85.506592,27.868216,30.74
2026-08-30_0000,85.440674,27.84879,27.11
2026-08-30_0000,85.177002,27.9847,-81.55
2026-08-30_0000,85.264893,27.809927,22.73
2026-08-30_0000,85.638428,27.751607,-14.31
2026-08-30_0000,85.528564,27.84879,-10.08
2026-08-30_0000,85.506592,27.790491,10.57
2026-08-30_0000,84.91333,27.771051,-28.65
2026-08-30_0000,85.067139,27.868216,-55.12
2026-08-30_0000,85.133057,27.771051,11.0
2026-08-30_0000,85.111084,27.965294,-51.39
2026-08-30_0000,85.177002,27.907058,17.87
2026-08-30_0000,85.155029,27.809927,17.17
2026-08-30_0000,85.220947,27.907058,18.79
2026-08-30_0000,85.57251,27.82936,10.29
2026-08-30_0000,85.264893,27.945886,-19.31
2026-08-30_0000,85.726318,27.73216,14.61
2026-08-30_0000,85.682373,27.9847,22.74
2026-08-30_0000,85.308838,27.84879,16.34
2026-08-30_0000,85.286865,27.84879,23.3
2026-08-30_0000,85.352783,27.82936,30.56
2026-08-30_0000,85.308838,28.178559,-43.24
2026-08-30_0000,85.089111,27.907058,-31.93
2026-08-30_0000,85.6604,27.945886,14.41
2026-08-30_0000,85.6604,27.887639,38.48
2026-08-30_0000,85.133057,27.926474,-32.38
2026-08-30_0000,85.57251,27.907058,14.26
2026-08-30_0000,85.770264,27.868216,13.85
2026-08-30_0000,85.264893,27.887639,11.37
2026-08-30_0000,85.111084,27.82936,-18.89
2026-08-30_0000,85.748291,27.809927,15.61
2026-08-30_0000,85.067139,27.84879,-20.8
2026-08-30_0000,84.979248,28.062286,-39.11
2026-08-30_0000,85.001221,27.790491,18.49
2026-08-30_0000,85.396729,27.965294,11.83
2026-08-30_0000,85.24292,27.907058,20.18
2026-08-30_0000,85.638428,27.945886,43.53
2026-08-30_0000,85.177002,27.84879,11.85
2026-08-30_0000,84.935303,27.82936,-15.38
2026-08-30_0000,85.155029,27.790491,18.21
2026-08-30_0000,85.24292,27.809927,18.89
2026-08-30_0000,85.308838,28.101058,-10.23
2026-08-30_0000,85.528564,27.926474,35.32
2026-08-30_0000,85.330811,27.84879,18.41
2026-08-30_0000,85.418701,27.926474,-12.06
2026-08-30_0000,85.726318,27.751607,10.47
2026-08-30_0000,85.286865,27.945886,12.51
2026-08-30_0000,85.198975,27.965294,-72.32
2026-08-30_0000,85.198975,27.945886,-42.46
2026-08-30_0000,85.089111,27.71271,13.03
2026-08-30_0000,85.286865,27.868216,14.36
2026-08-30_0000,85.155029,27.868216,13.32
2026-08-30_0000,85.594482,27.790491,20.14
2026-08-30_0000,85.528564,27.887639,12.4
2026-08-30_0000,85.198975,28.004101,-82.74
2026-08-30_0000,84.957275,28.0235,-14.0
2026-08-30_0000,84.957275,28.004101,-19.92
2026-08-30_0800,85.220947,27.945886,26.74
2026-08-30_0800,85.177002,27.926474,-21.66
2026-08-30_0800,85.155029,27.71271,-11.78
2026-08-30_0800,85.177002,27.868216,20.05
2026-08-30_0800,84.979248,27.809927,-27.23
2026-08-30_0800,85.198975,27.887639,17.68
2026-08-30_0800,85.067139,27.790491,-11.27
2026-08-30_0800,85.616455,27.809927,10.46
2026-08-30_0800,85.045166,27.82936,-14.28
2026-08-30_0800,85.111084,27.945886,-47.57
2026-08-30_0800,85.198975,27.82936,29.72
2026-08-30_0800,85.220947,27.771051,-14.48
2026-08-30_0800,85.286865,28.120438,-40.12
2026-08-30_0800,85.770264,27.907058,-18.15
2026-08-30_0800,85.484619,27.809927,11.14
2026-08-30_0800,85.198975,27.9847,-84.17
2026-08-30_0800,85.220947,27.965294,-44.61
2026-08-30_0800,85.792236,27.71271,-34.29
2026-08-30_0800,85.198975,27.945886,-29.91
2026-08-30_0800,85.594482,27.84879,17.64
2026-08-30_0800,85.155029,27.868216,16.47
2026-08-30_0800,85.396729,27.926474,-12.15
2026-08-30_0800,85.528564,27.887639,10.97
2026-08-30_0800,85.089111,27.82936,-14.17
2026-08-30_0800,85.089111,27.926474,-26.44
2026-08-30_0800,85.111084,27.887639,-18.38
2026-08-30_0800,85.286865,27.809927,52.18
2026-08-30_0800,85.594482,27.751607,12.83
2026-08-30_0800,85.6604,27.907058,10.53
2026-08-30_0800,85.155029,27.945886,-58.9
2026-08-30_0800,85.24292,27.887639,27.01
2026-08-30_0800,85.6604,27.965294,47.62
2026-08-30_0800,85.177002,27.887639,15.52
2026-08-30_0800,85.023193,27.771051,-18.66
2026-08-30_0800,85.770264,27.790491,-14.95
2026-08-30_0800,85.045166,27.751607,-12.7
2026-08-30_0800,85.24292,27.868216,13.03
2026-08-30_0800,85.264893,27.82936,16.96
2026-08-30_0800,85.638428,27.965294,62.79
2026-08-30_0800,85.023193,28.0235,-38.31
2026-08-30_0800,85.726318,27.809927,-17.38
2026-08-30_0800,85.067139,27.71271,11.43
